token,scenario_type,log_name,path,actor_category,type_source,raw_count,in_frame_count,kept_count,dropped_outside_frame,dropped_by_cap,cap,overflow,d_K,d_first_drop,boundary_gap
891c1e8a872b5e36,traversing_crosswalk,2021.09.24.14.23.05_veh-45_02839_03207,2021.09.24.14.23.05_veh-45_02839_03207/traversing_crosswalk/891c1e8a872b5e36/sledge_raw.gz,static_objects,native_cache_directory,0,0,0,0,0,30,-30,,,
83018d1c42325dde,traversing_crosswalk,2021.09.25.02.07.45_veh-53_01440_01731,2021.09.25.02.07.45_veh-53_01440_01731/traversing_crosswalk/83018d1c42325dde/sledge_raw.gz,vehicles,native_cache_directory,1,0,0,1,0,50,-50,,,
83018d1c42325dde,traversing_crosswalk,2021.09.25.02.07.45_veh-53_01440_01731,2021.09.25.02.07.45_veh-53_01440_01731/traversing_crosswalk/83018d1c42325dde/sledge_raw.gz,pedestrians,native_cache_directory,1,1,1,0,0,20,-19,33.825294494628906,,
83018d1c42325dde,traversing_crosswalk,2021.09.25.02.07.45_veh-53_01440_01731,2021.09.25.02.07.45_veh-53_01440_01731/traversing_crosswalk/83018d1c42325dde/sledge_raw.gz,static_objects,native_cache_directory,34,21,21,13,0,30,-9,34.55817413330078,,
cd45fd7726485dde,traversing_crosswalk,2021.09.10.07.30.47_veh-52_00767_01207,2021.09.10.07.30.47_veh-52_00767_01207/traversing_crosswalk/cd45fd7726485dde/sledge_raw.gz,vehicles,native_cache_directory,13,9,9,4,0,50,-41,37.3815803527832,,
cd45fd7726485dde,traversing_crosswalk,2021.09.10.07.30.47_veh-52_00767_01207,2021.09.10.07.30.47_veh-52_00767_01207/traversing_crosswalk/cd45fd7726485dde/sledge_raw.gz,pedestrians,native_cache_directory,8,4,4,4,0,20,-16,36.86433029174805,,
cd45fd7726485dde,traversing_crosswalk,2021.09.10.07.30.47_veh-52_00767_01207,2021.09.10.07.30.47_veh-52_00767_01207/traversing_crosswalk/cd45fd7726485dde/sledge_raw.gz,static_objects,native_cache_directory,1,0,0,1,0,30,-30,,,
7e8439ed71dc55b4,traversing_crosswalk,2021.09.10.06.56.28_veh-52_00797_01137,2021.09.10.06.56.28_veh-52_00797_01137/traversing_crosswalk/7e8439ed71dc55b4/sledge_raw.gz,vehicles,native_cache_directory,14,7,7,7,0,50,-43,33.39597702026367,,
7e8439ed71dc55b4,traversing_crosswalk,2021.09.10.06.56.28_veh-52_00797_01137,2021.09.10.06.56.28_veh-52_00797_01137/traversing_crosswalk/7e8439ed71dc55b4/sledge_raw.gz,pedestrians,native_cache_directory,1,0,0,1,0,20,-20,,,
7e8439ed71dc55b4,traversing_crosswalk,2021.09.10.06.56.28_veh-52_00797_01137,2021.09.10.06.56.28_veh-52_00797_01137/traversing_crosswalk/7e8439ed71dc55b4/sledge_raw.gz,static_objects,native_cache_directory,2,0,0,2,0,30,-30,,,
cb09b0ecd3c65dc5,traversing_crosswalk,2021.09.29.04.15.18_veh-49_00061_00719,2021.09.29.04.15.18_veh-49_00061_00719/traversing_crosswalk/cb09b0ecd3c65dc5/sledge_raw.gz,vehicles,native_cache_directory,0,0,0,0,0,50,-50,,,
cb09b0ecd3c65dc5,traversing_crosswalk,2021.09.29.04.15.18_veh-49_00061_00719,2021.09.29.04.15.18_veh-49_00061_00719/traversing_crosswalk/cb09b0ecd3c65dc5/sledge_raw.gz,pedestrians,native_cache_directory,6,5,5,1,0,20,-15,37.845645904541016,,
cb09b0ecd3c65dc5,traversing_crosswalk,2021.09.29.04.15.18_veh-49_00061_00719,2021.09.29.04.15.18_veh-49_00061_00719/traversing_crosswalk/cb09b0ecd3c65dc5/sledge_raw.gz,static_objects,native_cache_directory,2,1,1,1,0,30,-29,7.022198677062988,,
27c5e0785e985832,traversing_crosswalk,2021.06.10.17.22.51_veh-47_02140_02851,2021.06.10.17.22.51_veh-47_02140_02851/traversing_crosswalk/27c5e0785e985832/sledge_raw.gz,vehicles,native_cache_directory,7,1,1,6,0,50,-49,18.217632293701172,,
27c5e0785e985832,traversing_crosswalk,2021.06.10.17.22.51_veh-47_02140_02851,2021.06.10.17.22.51_veh-47_02140_02851/traversing_crosswalk/27c5e0785e985832/sledge_raw.gz,pedestrians,native_cache_directory,13,4,4,9,0,20,-16,29.302915573120117,,
27c5e0785e985832,traversing_crosswalk,2021.06.10.17.22.51_veh-47_02140_02851,2021.06.10.17.22.51_veh-47_02140_02851/traversing_crosswalk/27c5e0785e985832/sledge_raw.gz,static_objects,native_cache_directory,39,32,30,7,2,30,2,36.985355377197266,37.02357482910156,0.038219451904296875
a7dc2654d8b157c7,traversing_crosswalk,2021.10.08.17.19.32_veh-28_00028_00261,2021.10.08.17.19.32_veh-28_00028_00261/traversing_crosswalk/a7dc2654d8b157c7/sledge_raw.gz,vehicles,native_cache_directory,1,0,0,1,0,50,-50,,,
a7dc2654d8b157c7,traversing_crosswalk,2021.10.08.17.19.32_veh-28_00028_00261,2021.10.08.17.19.32_veh-28_00028_00261/traversing_crosswalk/a7dc2654d8b157c7/sledge_raw.gz,pedestrians,native_cache_directory,5,3,3,2,0,20,-17,18.68758773803711,,
a7dc2654d8b157c7,traversing_crosswalk,2021.10.08.17.19.32_veh-28_00028_00261,2021.10.08.17.19.32_veh-28_00028_00261/traversing_crosswalk/a7dc2654d8b157c7/sledge_raw.gz,static_objects,native_cache_directory,16,5,5,11,0,30,-25,18.25644302368164,,
83f20585fd0a5cd1,traversing_crosswalk,2021.09.02.07.47.07_veh-51_00016_00234,2021.09.02.07.47.07_veh-51_00016_00234/traversing_crosswalk/83f20585fd0a5cd1/sledge_raw.gz,vehicles,native_cache_directory,3,3,3,0,0,50,-47,30.40170669555664,,
83f20585fd0a5cd1,traversing_crosswalk,2021.09.02.07.47.07_veh-51_00016_00234,2021.09.02.07.47.07_veh-51_00016_00234/traversing_crosswalk/83f20585fd0a5cd1/sledge_raw.gz,pedestrians,native_cache_directory,0,0,0,0,0,20,-20,,,
83f20585fd0a5cd1,traversing_crosswalk,2021.09.02.07.47.07_veh-51_00016_00234,2021.09.02.07.47.07_veh-51_00016_00234/traversing_crosswalk/83f20585fd0a5cd1/sledge_raw.gz,static_objects,native_cache_directory,0,0,0,0,0,30,-30,,,
df0a2096a8115e45,traversing_crosswalk,2021.10.04.15.05.57_veh-28_00628_01009,2021.10.04.15.05.57_veh-28_00628_01009/traversing_crosswalk/df0a2096a8115e45/sledge_raw.gz,vehicles,native_cache_directory,13,4,4,9,0,50,-46,31.566774368286133,,
df0a2096a8115e45,traversing_crosswalk,2021.10.04.15.05.57_veh-28_00628_01009,2021.10.04.15.05.57_veh-28_00628_01009/traversing_crosswalk/df0a2096a8115e45/sledge_raw.gz,pedestrians,native_cache_directory,4,2,2,2,0,20,-18,19.754535675048828,,
df0a2096a8115e45,traversing_crosswalk,2021.10.04.15.05.57_veh-28_00628_01009,2021.10.04.15.05.57_veh-28_00628_01009/traversing_crosswalk/df0a2096a8115e45/sledge_raw.gz,static_objects,native_cache_directory,19,15,15,4,0,30,-15,34.75062942504883,,
12549d02ab4c5592,traversing_crosswalk,2021.06.11.12.18.41_veh-38_00830_01561,2021.06.11.12.18.41_veh-38_00830_01561/traversing_crosswalk/12549d02ab4c5592/sledge_raw.gz,vehicles,native_cache_directory,6,2,2,4,0,50,-48,29.124977111816406,,
12549d02ab4c5592,traversing_crosswalk,2021.06.11.12.18.41_veh-38_00830_01561,2021.06.11.12.18.41_veh-38_00830_01561/traversing_crosswalk/12549d02ab4c5592/sledge_raw.gz,pedestrians,native_cache_directory,9,2,2,7,0,20,-18,27.00861930847168,,
12549d02ab4c5592,traversing_crosswalk,2021.06.11.12.18.41_veh-38_00830_01561,2021.06.11.12.18.41_veh-38_00830_01561/traversing_crosswalk/12549d02ab4c5592/sledge_raw.gz,static_objects,native_cache_directory,48,30,30,18,0,30,0,31.52909278869629,,
838d634bda1e5d6a,traversing_crosswalk,2021.09.29.06.23.05_veh-49_00190_00627,2021.09.29.06.23.05_veh-49_00190_00627/traversing_crosswalk/838d634bda1e5d6a/sledge_raw.gz,vehicles,native_cache_directory,20,13,13,7,0,50,-37,39.99422073364258,,
838d634bda1e5d6a,traversing_crosswalk,2021.09.29.06.23.05_veh-49_00190_00627,2021.09.29.06.23.05_veh-49_00190_00627/traversing_crosswalk/838d634bda1e5d6a/sledge_raw.gz,pedestrians,native_cache_directory,3,3,3,0,0,20,-17,5.34351921081543,,
838d634bda1e5d6a,traversing_crosswalk,2021.09.29.06.23.05_veh-49_00190_00627,2021.09.29.06.23.05_veh-49_00190_00627/traversing_crosswalk/838d634bda1e5d6a/sledge_raw.gz,static_objects,native_cache_directory,0,0,0,0,0,30,-30,,,
cfd89c7d60585113,traversing_crosswalk,2021.06.11.18.42.43_veh-38_04081_04409,2021.06.11.18.42.43_veh-38_04081_04409/traversing_crosswalk/cfd89c7d60585113/sledge_raw.gz,vehicles,native_cache_directory,41,24,24,17,0,50,-26,31.61316680908203,,
cfd89c7d60585113,traversing_crosswalk,2021.06.11.18.42.43_veh-38_04081_04409,2021.06.11.18.42.43_veh-38_04081_04409/traversing_crosswalk/cfd89c7d60585113/sledge_raw.gz,pedestrians,native_cache_directory,1,1,1,0,0,20,-19,20.82805824279785,,
cfd89c7d60585113,traversing_crosswalk,2021.06.11.18.42.43_veh-38_04081_04409,2021.06.11.18.42.43_veh-38_04081_04409/traversing_crosswalk/cfd89c7d60585113/sledge_raw.gz,static_objects,native_cache_directory,48,33,30,15,3,30,3,31.185251235961914,35.80927276611328,4.624021530151367
116252f0e3515180,traversing_crosswalk,2021.09.28.08.05.03_veh-53_01952_02298,2021.09.28.08.05.03_veh-53_01952_02298/traversing_crosswalk/116252f0e3515180/sledge_raw.gz,vehicles,native_cache_directory,16,7,7,9,0,50,-43,40.8480339050293,,
116252f0e3515180,traversing_crosswalk,2021.09.28.08.05.03_veh-53_01952_02298,2021.09.28.08.05.03_veh-53_01952_02298/traversing_crosswalk/116252f0e3515180/sledge_raw.gz,pedestrians,native_cache_directory,2,2,2,0,0,20,-18,9.199113845825195,,
116252f0e3515180,traversing_crosswalk,2021.09.28.08.05.03_veh-53_01952_02298,2021.09.28.08.05.03_veh-53_01952_02298/traversing_crosswalk/116252f0e3515180/sledge_raw.gz,static_objects,native_cache_directory,0,0,0,0,0,30,-30,,,
fe7e24ace398541f,traversing_crosswalk,2021.09.03.18.32.35_veh-39_00559_01142,2021.09.03.18.32.35_veh-39_00559_01142/traversing_crosswalk/fe7e24ace398541f/sledge_raw.gz,vehicles,native_cache_directory,9,3,3,6,0,50,-47,30.287025451660156,,
fe7e24ace398541f,traversing_crosswalk,2021.09.03.18.32.35_veh-39_00559_01142,2021.09.03.18.32.35_veh-39_00559_01142/traversing_crosswalk/fe7e24ace398541f/sledge_raw.gz,pedestrians,native_cache_directory,34,10,10,24,0,20,-10,28.360307693481445,,
fe7e24ace398541f,traversing_crosswalk,2021.09.03.18.32.35_veh-39_00559_01142,2021.09.03.18.32.35_veh-39_00559_01142/traversing_crosswalk/fe7e24ace398541f/sledge_raw.gz,static_objects,native_cache_directory,8,6,6,2,0,30,-24,29.651012420654297,,
39e840b2442a50e2,traversing_crosswalk,2021.09.29.05.35.05_veh-50_00570_01123,2021.09.29.05.35.05_veh-50_00570_01123/traversing_crosswalk/39e840b2442a50e2/sledge_raw.gz,vehicles,native_cache_directory,4,2,2,2,0,50,-48,28.51366424560547,,
39e840b2442a50e2,traversing_crosswalk,2021.09.29.05.35.05_veh-50_00570_01123,2021.09.29.05.35.05_veh-50_00570_01123/traversing_crosswalk/39e840b2442a50e2/sledge_raw.gz,pedestrians,native_cache_directory,1,1,1,0,0,20,-19,33.48526382446289,,
39e840b2442a50e2,traversing_crosswalk,2021.09.29.05.35.05_veh-50_00570_01123,2021.09.29.05.35.05_veh-50_00570_01123/traversing_crosswalk/39e840b2442a50e2/sledge_raw.gz,static_objects,native_cache_directory,0,0,0,0,0,30,-30,,,
a959028f3fea5944,traversing_crosswalk,2021.10.11.07.47.13_veh-50_01513_02138,2021.10.11.07.47.13_veh-50_01513_02138/traversing_crosswalk/a959028f3fea5944/sledge_raw.gz,vehicles,native_cache_directory,5,1,1,4,0,50,-49,30.228031158447266,,
a959028f3fea5944,traversing_crosswalk,2021.10.11.07.47.13_veh-50_01513_02138,2021.10.11.07.47.13_veh-50_01513_02138/traversing_crosswalk/a959028f3fea5944/sledge_raw.gz,pedestrians,native_cache_directory,0,0,0,0,0,20,-20,,,
a959028f3fea5944,traversing_crosswalk,2021.10.11.07.47.13_veh-50_01513_02138,2021.10.11.07.47.13_veh-50_01513_02138/traversing_crosswalk/a959028f3fea5944/sledge_raw.gz,static_objects,native_cache_directory,0,0,0,0,0,30,-30,,,
28f2bdc177225769,traversing_crosswalk,2021.09.10.08.00.27_veh-51_01315_01711,2021.09.10.08.00.27_veh-51_01315_01711/traversing_crosswalk/28f2bdc177225769/sledge_raw.gz,vehicles,native_cache_directory,24,10,10,14,0,50,-40,30.466854095458984,,
28f2bdc177225769,traversing_crosswalk,2021.09.10.08.00.27_veh-51_01315_01711,2021.09.10.08.00.27_veh-51_01315_01711/traversing_crosswalk/28f2bdc177225769/sledge_raw.gz,pedestrians,native_cache_directory,3,3,3,0,0,20,-17,36.04574203491211,,
28f2bdc177225769,traversing_crosswalk,2021.09.10.08.00.27_veh-51_01315_01711,2021.09.10.08.00.27_veh-51_01315_01711/traversing_crosswalk/28f2bdc177225769/sledge_raw.gz,static_objects,native_cache_directory,0,0,0,0,0,30,-30,,,
77f55b8e1ee55bc2,traversing_crosswalk,2021.09.14.19.35.02_veh-39_01302_01657,2021.09.14.19.35.02_veh-39_01302_01657/traversing_crosswalk/77f55b8e1ee55bc2/sledge_raw.gz,vehicles,native_cache_directory,15,9,9,6,0,50,-41,37.68769073486328,,
77f55b8e1ee55bc2,traversing_crosswalk,2021.09.14.19.35.02_veh-39_01302_01657,2021.09.14.19.35.02_veh-39_01302_01657/traversing_crosswalk/77f55b8e1ee55bc2/sledge_raw.gz,pedestrians,native_cache_directory,9,7,7,2,0,20,-13,35.234840393066406,,
77f55b8e1ee55bc2,traversing_crosswalk,2021.09.14.19.35.02_veh-39_01302_01657,2021.09.14.19.35.02_veh-39_01302_01657/traversing_crosswalk/77f55b8e1ee55bc2/sledge_raw.gz,static_objects,native_cache_directory,5,3,3,2,0,30,-27,32.3405876159668,,
9c3cebc409dc5226,traversing_crosswalk,2021.09.15.15.02.19_veh-39_01107_01666,2021.09.15.15.02.19_veh-39_01107_01666/traversing_crosswalk/9c3cebc409dc5226/sledge_raw.gz,vehicles,native_cache_directory,10,2,2,8,0,50,-48,17.230764389038086,,
9c3cebc409dc5226,traversing_crosswalk,2021.09.15.15.02.19_veh-39_01107_01666,2021.09.15.15.02.19_veh-39_01107_01666/traversing_crosswalk/9c3cebc409dc5226/sledge_raw.gz,pedestrians,native_cache_directory,10,7,7,3,0,20,-13,33.758811950683594,,
9c3cebc409dc5226,traversing_crosswalk,2021.09.15.15.02.19_veh-39_01107_01666,2021.09.15.15.02.19_veh-39_01107_01666/traversing_crosswalk/9c3cebc409dc5226/sledge_raw.gz,static_objects,native_cache_directory,7,6,6,1,0,30,-24,32.927181243896484,,
467a1cd500515cd4,traversing_crosswalk,2021.09.07.15.28.24_veh-40_00582_01059,2021.09.07.15.28.24_veh-40_00582_01059/traversing_crosswalk/467a1cd500515cd4/sledge_raw.gz,vehicles,native_cache_directory,17,8,8,9,0,50,-42,29.291240692138672,,
467a1cd500515cd4,traversing_crosswalk,2021.09.07.15.28.24_veh-40_00582_01059,2021.09.07.15.28.24_veh-40_00582_01059/traversing_crosswalk/467a1cd500515cd4/sledge_raw.gz,pedestrians,native_cache_directory,7,5,5,2,0,20,-15,30.001747131347656,,
467a1cd500515cd4,traversing_crosswalk,2021.09.07.15.28.24_veh-40_00582_01059,2021.09.07.15.28.24_veh-40_00582_01059/traversing_crosswalk/467a1cd500515cd4/sledge_raw.gz,static_objects,native_cache_directory,1,1,1,0,0,30,-29,15.515992164611816,,
f17da18c001a5169,traversing_crosswalk,2021.09.15.15.34.53_veh-28_00512_01084,2021.09.15.15.34.53_veh-28_00512_01084/traversing_crosswalk/f17da18c001a5169/sledge_raw.gz,vehicles,native_cache_directory,14,5,5,9,0,50,-45,27.52834701538086,,
f17da18c001a5169,traversing_crosswalk,2021.09.15.15.34.53_veh-28_00512_01084,2021.09.15.15.34.53_veh-28_00512_01084/traversing_crosswalk/f17da18c001a5169/sledge_raw.gz,pedestrians,native_cache_directory,6,4,4,2,0,20,-16,23.561641693115234,,
f17da18c001a5169,traversing_crosswalk,2021.09.15.15.34.53_veh-28_00512_01084,2021.09.15.15.34.53_veh-28_00512_01084/traversing_crosswalk/f17da18c001a5169/sledge_raw.gz,static_objects,native_cache_directory,4,4,4,0,0,30,-26,16.42804527282715,,
18cd981e574e5c29,traversing_crosswalk,2021.06.04.17.09.53_veh-47_01991_02296,2021.06.04.17.09.53_veh-47_01991_02296/traversing_crosswalk/18cd981e574e5c29/sledge_raw.gz,vehicles,native_cache_directory,40,24,24,16,0,50,-26,35.53929138183594,,
18cd981e574e5c29,traversing_crosswalk,2021.06.04.17.09.53_veh-47_01991_02296,2021.06.04.17.09.53_veh-47_01991_02296/traversing_crosswalk/18cd981e574e5c29/sledge_raw.gz,pedestrians,native_cache_directory,5,0,0,5,0,20,-20,,,
18cd981e574e5c29,traversing_crosswalk,2021.06.04.17.09.53_veh-47_01991_02296,2021.06.04.17.09.53_veh-47_01991_02296/traversing_crosswalk/18cd981e574e5c29/sledge_raw.gz,static_objects,native_cache_directory,1,1,1,0,0,30,-29,19.775850296020508,,
b4fc4b6d813a58e2,traversing_crosswalk,2021.07.23.18.59.02_veh-12_01890_03984,2021.07.23.18.59.02_veh-12_01890_03984/traversing_crosswalk/b4fc4b6d813a58e2/sledge_raw.gz,vehicles,native_cache_directory,18,10,10,8,0,50,-40,34.15855407714844,,
b4fc4b6d813a58e2,traversing_crosswalk,2021.07.23.18.59.02_veh-12_01890_03984,2021.07.23.18.59.02_veh-12_01890_03984/traversing_crosswalk/b4fc4b6d813a58e2/sledge_raw.gz,pedestrians,native_cache_directory,85,60,20,25,40,20,40,22.294565200805664,22.452619552612305,0.15805435180664062
b4fc4b6d813a58e2,traversing_crosswalk,2021.07.23.18.59.02_veh-12_01890_03984,2021.07.23.18.59.02_veh-12_01890_03984/traversing_crosswalk/b4fc4b6d813a58e2/sledge_raw.gz,static_objects,native_cache_directory,112,81,30,31,51,30,51,18.432104110717773,20.082998275756836,1.6508941650390625
3926eacba96c5b5f,traversing_crosswalk,2021.06.10.12.48.14_veh-16_03086_03482,2021.06.10.12.48.14_veh-16_03086_03482/traversing_crosswalk/3926eacba96c5b5f/sledge_raw.gz,vehicles,native_cache_directory,16,5,5,11,0,50,-45,20.73151969909668,,
3926eacba96c5b5f,traversing_crosswalk,2021.06.10.12.48.14_veh-16_03086_03482,2021.06.10.12.48.14_veh-16_03086_03482/traversing_crosswalk/3926eacba96c5b5f/sledge_raw.gz,pedestrians,native_cache_directory,13,0,0,13,0,20,-20,,,
3926eacba96c5b5f,traversing_crosswalk,2021.06.10.12.48.14_veh-16_03086_03482,2021.06.10.12.48.14_veh-16_03086_03482/traversing_crosswalk/3926eacba96c5b5f/sledge_raw.gz,static_objects,native_cache_directory,28,16,16,12,0,30,-14,37.193111419677734,,
d532add734a159a4,traversing_crosswalk,2021.09.30.02.45.10_veh-50_01204_01547,2021.09.30.02.45.10_veh-50_01204_01547/traversing_crosswalk/d532add734a159a4/sledge_raw.gz,vehicles,native_cache_directory,2,1,1,1,0,50,-49,32.31393051147461,,
d532add734a159a4,traversing_crosswalk,2021.09.30.02.45.10_veh-50_01204_01547,2021.09.30.02.45.10_veh-50_01204_01547/traversing_crosswalk/d532add734a159a4/sledge_raw.gz,pedestrians,native_cache_directory,5,1,1,4,0,20,-19,8.962127685546875,,
d532add734a159a4,traversing_crosswalk,2021.09.30.02.45.10_veh-50_01204_01547,2021.09.30.02.45.10_veh-50_01204_01547/traversing_crosswalk/d532add734a159a4/sledge_raw.gz,static_objects,native_cache_directory,0,0,0,0,0,30,-30,,,
02715183e8bf5410,traversing_crosswalk,2021.10.20.17.36.18_veh-28_00267_00482,2021.10.20.17.36.18_veh-28_00267_00482/traversing_crosswalk/02715183e8bf5410/sledge_raw.gz,vehicles,native_cache_directory,8,4,4,4,0,50,-46,31.281330108642578,,
02715183e8bf5410,traversing_crosswalk,2021.10.20.17.36.18_veh-28_00267_00482,2021.10.20.17.36.18_veh-28_00267_00482/traversing_crosswalk/02715183e8bf5410/sledge_raw.gz,pedestrians,native_cache_directory,17,10,10,7,0,20,-10,30.835514068603516,,
02715183e8bf5410,traversing_crosswalk,2021.10.20.17.36.18_veh-28_00267_00482,2021.10.20.17.36.18_veh-28_00267_00482/traversing_crosswalk/02715183e8bf5410/sledge_raw.gz,static_objects,native_cache_directory,53,32,30,21,2,30,2,29.648298263549805,30.055185317993164,0.4068870544433594
9bc95411ff97538d,traversing_crosswalk,2021.06.17.11.59.07_veh-38_02369_03098,2021.06.17.11.59.07_veh-38_02369_03098/traversing_crosswalk/9bc95411ff97538d/sledge_raw.gz,vehicles,native_cache_directory,16,7,7,9,0,50,-43,28.907760620117188,,
9bc95411ff97538d,traversing_crosswalk,2021.06.17.11.59.07_veh-38_02369_03098,2021.06.17.11.59.07_veh-38_02369_03098/traversing_crosswalk/9bc95411ff97538d/sledge_raw.gz,pedestrians,native_cache_directory,42,20,20,22,0,20,0,39.16294860839844,,
9bc95411ff97538d,traversing_crosswalk,2021.06.17.11.59.07_veh-38_02369_03098,2021.06.17.11.59.07_veh-38_02369_03098/traversing_crosswalk/9bc95411ff97538d/sledge_raw.gz,static_objects,native_cache_directory,104,79,30,25,49,30,49,18.38243865966797,20.08234405517578,1.6999053955078125
42b9142607475820,traversing_crosswalk,2021.09.15.13.52.55_veh-39_00371_00631,2021.09.15.13.52.55_veh-39_00371_00631/traversing_crosswalk/42b9142607475820/sledge_raw.gz,vehicles,native_cache_directory,11,6,6,5,0,50,-44,27.64246940612793,,
42b9142607475820,traversing_crosswalk,2021.09.15.13.52.55_veh-39_00371_00631,2021.09.15.13.52.55_veh-39_00371_00631/traversing_crosswalk/42b9142607475820/sledge_raw.gz,pedestrians,native_cache_directory,2,2,2,0,0,20,-18,26.57196807861328,,
42b9142607475820,traversing_crosswalk,2021.09.15.13.52.55_veh-39_00371_00631,2021.09.15.13.52.55_veh-39_00371_00631/traversing_crosswalk/42b9142607475820/sledge_raw.gz,static_objects,native_cache_directory,0,0,0,0,0,30,-30,,,
b1557245d0845fc0,traversing_crosswalk,2021.09.07.15.28.24_veh-40_00160_00361,2021.09.07.15.28.24_veh-40_00160_00361/traversing_crosswalk/b1557245d0845fc0/sledge_raw.gz,vehicles,native_cache_directory,3,1,1,2,0,50,-49,32.21707534790039,,
b1557245d0845fc0,traversing_crosswalk,2021.09.07.15.28.24_veh-40_00160_00361,2021.09.07.15.28.24_veh-40_00160_00361/traversing_crosswalk/b1557245d0845fc0/sledge_raw.gz,pedestrians,native_cache_directory,2,0,0,2,0,20,-20,,,
b1557245d0845fc0,traversing_crosswalk,2021.09.07.15.28.24_veh-40_00160_00361,2021.09.07.15.28.24_veh-40_00160_00361/traversing_crosswalk/b1557245d0845fc0/sledge_raw.gz,static_objects,native_cache_directory,2,1,1,1,0,30,-29,16.685670852661133,,
503417b7bde45058,traversing_crosswalk,2021.09.21.17.53.12_veh-08_01885_02099,2021.09.21.17.53.12_veh-08_01885_02099/traversing_crosswalk/503417b7bde45058/sledge_raw.gz,vehicles,native_cache_directory,1,1,1,0,0,50,-49,22.730785369873047,,
503417b7bde45058,traversing_crosswalk,2021.09.21.17.53.12_veh-08_01885_02099,2021.09.21.17.53.12_veh-08_01885_02099/traversing_crosswalk/503417b7bde45058/sledge_raw.gz,pedestrians,native_cache_directory,0,0,0,0,0,20,-20,,,
503417b7bde45058,traversing_crosswalk,2021.09.21.17.53.12_veh-08_01885_02099,2021.09.21.17.53.12_veh-08_01885_02099/traversing_crosswalk/503417b7bde45058/sledge_raw.gz,static_objects,native_cache_directory,6,4,4,2,0,30,-26,32.396331787109375,,
f906b4841ef7557c,traversing_crosswalk,2021.07.16.16.01.30_veh-38_00356_02486,2021.07.16.16.01.30_veh-38_00356_02486/traversing_crosswalk/f906b4841ef7557c/sledge_raw.gz,vehicles,native_cache_directory,18,5,5,13,0,50,-45,32.844932556152344,,
f906b4841ef7557c,traversing_crosswalk,2021.07.16.16.01.30_veh-38_00356_02486,2021.07.16.16.01.30_veh-38_00356_02486/traversing_crosswalk/f906b4841ef7557c/sledge_raw.gz,pedestrians,native_cache_directory,31,8,8,23,0,20,-12,29.098234176635742,,
f906b4841ef7557c,traversing_crosswalk,2021.07.16.16.01.30_veh-38_00356_02486,2021.07.16.16.01.30_veh-38_00356_02486/traversing_crosswalk/f906b4841ef7557c/sledge_raw.gz,static_objects,native_cache_directory,129,59,30,70,29,30,29,21.40908432006836,21.801000595092773,0.39191627502441406
dc834a33c0745b39,traversing_crosswalk,2021.08.23.16.32.43_veh-45_00229_00620,2021.08.23.16.32.43_veh-45_00229_00620/traversing_crosswalk/dc834a33c0745b39/sledge_raw.gz,vehicles,native_cache_directory,9,0,0,9,0,50,-50,,,
dc834a33c0745b39,traversing_crosswalk,2021.08.23.16.32.43_veh-45_00229_00620,2021.08.23.16.32.43_veh-45_00229_00620/traversing_crosswalk/dc834a33c0745b39/sledge_raw.gz,pedestrians,native_cache_directory,5,1,1,4,0,20,-19,39.49386978149414,,
dc834a33c0745b39,traversing_crosswalk,2021.08.23.16.32.43_veh-45_00229_00620,2021.08.23.16.32.43_veh-45_00229_00620/traversing_crosswalk/dc834a33c0745b39/sledge_raw.gz,static_objects,native_cache_directory,5,2,2,3,0,30,-28,9.618208885192871,,
5d24c11722ae5e90,traversing_crosswalk,2021.09.28.06.03.19_veh-49_00956_01430,2021.09.28.06.03.19_veh-49_00956_01430/traversing_crosswalk/5d24c11722ae5e90/sledge_raw.gz,vehicles,native_cache_directory,1,0,0,1,0,50,-50,,,
5d24c11722ae5e90,traversing_crosswalk,2021.09.28.06.03.19_veh-49_00956_01430,2021.09.28.06.03.19_veh-49_00956_01430/traversing_crosswalk/5d24c11722ae5e90/sledge_raw.gz,pedestrians,native_cache_directory,0,0,0,0,0,20,-20,,,
5d24c11722ae5e90,traversing_crosswalk,2021.09.28.06.03.19_veh-49_00956_01430,2021.09.28.06.03.19_veh-49_00956_01430/traversing_crosswalk/5d24c11722ae5e90/sledge_raw.gz,static_objects,native_cache_directory,0,0,0,0,0,30,-30,,,
a51edc0d66985d60,traversing_crosswalk,2021.09.15.14.27.22_veh-39_00038_00414,2021.09.15.14.27.22_veh-39_00038_00414/traversing_crosswalk/a51edc0d66985d60/sledge_raw.gz,vehicles,native_cache_directory,2,0,0,2,0,50,-50,,,
a51edc0d66985d60,traversing_crosswalk,2021.09.15.14.27.22_veh-39_00038_00414,2021.09.15.14.27.22_veh-39_00038_00414/traversing_crosswalk/a51edc0d66985d60/sledge_raw.gz,pedestrians,native_cache_directory,1,0,0,1,0,20,-20,,,
a51edc0d66985d60,traversing_crosswalk,2021.09.15.14.27.22_veh-39_00038_00414,2021.09.15.14.27.22_veh-39_00038_00414/traversing_crosswalk/a51edc0d66985d60/sledge_raw.gz,static_objects,native_cache_directory,7,5,5,2,0,30,-25,37.08209991455078,,
cbe99882f5b359ea,traversing_crosswalk,2021.07.21.00.57.59_veh-47_02685_03635,2021.07.21.00.57.59_veh-47_02685_03635/traversing_crosswalk/cbe99882f5b359ea/sledge_raw.gz,vehicles,native_cache_directory,18,4,4,14,0,50,-46,25.852468490600586,,
